politica	RT @freire_roberto: Nao entendeu @NetoMadneto1 apesar corrupcao Dilma impeachment existe voto majoritario Congresso. Ai
politica	RT @freire_roberto: Nao, @sarolijr enquanto espero luto aconteca. Vide oposicao desgoverno Lula/Dilma. @diegoescosteguy
politica	RT @letraslimitadas: Dilma anuncia baixou litro gasolina 550 ml.
politica	"RT @gnatalini: Dilma fugiu falar brasileiros. Temer fugiu evento R. Preto. Governo ""popular"" assim!"
politica	"RT @as_sousa: ""@MariaLCAb: Dilma vetar abrir caixa preta BNDES. Vamos exigir abertura."" #CPIdoBNDES"
politica	@vaniaborba agora vamos falar sobre impeachment dilma
politica	RT @andreoertel: Contas reeleicao Dilma podem ter irregularidade grave, diz ministro STF http://t.co/Snn1Eyq6LN http://t.co/5gqZ6f
politica	@joao_pedrolg @Cruzeiro_News SE TIVEMOS O MENSALAO LIGADO AO LULA; SE TEMOS O PETROLAO LIGADO A DILMA E AO PT, O EURICO ATE QUE COMBINA!!!
politica	RT @gnatalini: @GarrinchaBrasil @mirandasa @freire_roberto Que Face censurar opositores Dilma/Lula/PT, dia Liber
politica	Nem ditadura http://t.co/uyb5zzJOX5 via @o_antagonista [Nem ditadura @SenadorCaiado. Petrobras destruiu Audios Videos Dilma]
politica	RT @gnatalini: O Facebook protegendo Dilma/PT? E mesmo, gente? Isso confirmado, realmente???
politica	RT @gnatalini: O Facebook censurando criticas Dilma? Que diabos isso?
politica	RT @mariosabinof: Sonho PT: Dilma, Alvorada, fumando charuto vendo novela, 200 milhoes Bolsa Familia cubanos receitando
politica	ADOREI! RT@zerohora: Grupo protesta diante apartamento Dilma Rousseff Porto Alegre: http://t.co/rN264qyjTK http://t.co/RuIU7SFh6F
politica	RT @BolsonaroSP: Se Dilma ouvir vozes rua saido presidencia ontem. Fonte: O Globo online. http://t.co/lC1mwbx5MM
politica	"RT @as_sousa: ""@danischwery: Marqueteiro #Dilma Haddad investigado Policia Federal http://t.co/5w0ZoMmlL2"" [o homem 6 presi"
politica	RT @ECantanhede: Tudo Dilma nao precisava crise. Pois e...
politica	Essa economia Dilma/PT decepcao, telejornais mostra povo roendo osso.. #JN
politica	O bandido mor, Lula, deveria preocupar consigo nao Dilma, porque prestes ir cadeia ele! #ForaDilma
politica	"Hoje... No Fort... E povo ""CrisE"" ... A culpa Dilma!!! @ Palhoca - Sc https://t.co/kyMTL0xqzN"
politica	RT @nalves_st: Nao preco ver Jornal Nacional recorrer youtube exibir video Dilma pronunciando no#DilmaDoTrabalhador
politica	@JornalOGlobo @dilmabr decepcao dilma vergonha obrasil
politica	"RT @lspoeira: Modesto Carvalhosa mostra ""pacote anticorrupcao"" Dilma acabaria beneficiando corruptos - http://t.co/ufsrboPtfz (v. "
