politica	RT @freire_roberto: Não entendeu @NetoMadneto1 que apesar da corrupção da Dilma impeachment só existe com voto majoritário do Congresso. Ai				
politica	RT @freire_roberto: Não, @sarolijr enquanto espero luto para que aconteça. Vide nossa oposição ao desgoverno Lula/Dilma. @diegoescosteguy				
politica	RT @letraslimitadas: Dilma anuncia que baixou o litro da gasolina para 550 ml.				
politica	"RT @gnatalini: Dilma fugiu de falar aos brasileiros. Temer fugiu de evento em R. Preto. Governo ""popular"" é assim!"				
politica	"RT @as_sousa: ""@MariaLCAb: Dilma vai vetar abrir a caixa preta do BNDES. Vamos exigir a abertura."" #CPIdoBNDES"				
politica	@vaniaborba agora vamos falar sobre o impeachment da dilma				
politica	RT @andreoertel: Contas da reeleição de Dilma podem ter irregularidade grave, diz ministro do STF http://t.co/Snn1Eyq6LN http://t.co/5gqZ6f				
politica	@joao_pedrolg @Cruzeiro_News SE TIVEMOS O MENSALÃO LIGADO AO LULA; SE TEMOS O PETROLÃO LIGADO A DILMA E AO PT, O EURICO ATÉ QUE COMBINA!!!				
politica	RT @gnatalini: @GarrinchaBrasil @mirandasa @freire_roberto   Que o Face para de censurar os opositores de Dilma/Lula/PT, nesse dia da Liber				
politica	Nem na ditadura http://t.co/uyb5zzJOX5 via @o_antagonista [Nem na ditadura @SenadorCaiado. Petrobrás destruiu Áudios e Vídeos por Dilma]				
politica	RT @gnatalini: O Facebook está protegendo a Dilma/PT? É isso mesmo, minha gente? Isso está confirmado, realmente???				
politica	RT @gnatalini: O Facebook está censurando críticas à Dilma? Que diabos é isso?				
politica	RT @mariosabinof: Sonho do PT: Dilma, no Alvorada, fumando charuto e vendo novela, com 200 milhões no Bolsa Família e cubanos receitando as				
politica	ADOREI! RT@zerohora: Grupo protesta diante do apartamento de Dilma Rousseff em Porto Alegre: http://t.co/rN264qyjTK http://t.co/RuIU7SFh6F				
politica	RT @BolsonaroSP: Se Dilma fosse ouvir as vozes da rua teria saído da presidência ontem. Fonte: O Globo online. http://t.co/lC1mwbx5MM				
politica	"RT @as_sousa: ""@danischwery: Marqueteiro de #Dilma e Haddad é investigado pela Polícia Federal http://t.co/5w0ZoMmlL2"" [o homem de 6 presi"				
politica	RT @ECantanhede: Tudo o que Dilma não precisava era de mais uma crise. Pois é...				
politica	Essa economia da Dilma/PT é decepção, telejornais só mostra o povo roendo osso.. #JN				
politica	O bandido mor, Lula, deveria se preocupar consigo mesmo e não com Dilma, porque quem está prestes a ir pra cadeia é ele! #ForaDilma				
politica	"Hoje... No Fort... É meu povo isso é a ""CrisE"" ... A culpa é da Dilma!!!   @ Palhoça - Sc https://t.co/kyMTL0xqzN"				
politica	RT @nalves_st: Não tem preço ver o Jornal Nacional recorrer ao youtube pra exibir o video de Dilma se pronunciando no#DilmaDoTrabalhador				
politica	@JornalOGlobo @dilmabr que decepção dilma em vergonha obrasil				
politica	"RT @lspoeira: Modesto Carvalhosa mostra que o ""pacote anticorrupção"" da Dilma acabaria beneficiando corruptos - http://t.co/ufsrboPtfz (v. "				
politica	RT @gnatalini: Será que o Facebook censurou a pedido da Dilma?				
politica	@freire_roberto  não temos situação política para o impeachment? Tudo o q está acontecendo é o que? Pra mim e falta de interesse de todos!				
politica	Olhando o fantástico falar sobre política de outros países, cada vez me decepciono mais com a nossa política porca!				
politica	RT @Mleitaonetto: Gilmar Mendes devolverá em junho ação contra doação de empresas a partidos http://t.co/IcfcDceMPj				
politica	RT @villa13013: i) Isso aí @tarsogenro o neoliberalismo necessita d 1 dinâmica anti- democrática e de criminalização da política p/ impleme				
politica	Juscelino foi o melhor presidente que o Brasil já teve, por sua habilidade política, por suas https://t.co/gVZL4esCcT				
politica	RT @freire_roberto: Mas claro que buscamos ser alternativa ao PT e PSDB, @faydeazevedo nossa aliança com candidaturas Campos				
politica	RT @marisa_lobo: @Roxmo @leandrobecker @Jorgebertuzzi @DaniloGentili  O PT usou os professores essa é a verdade.Eles foram massa de manobra				
politica	Como diz o malandro, o PT tem o espírito de mulher de polícia, gosta mesmo é de apanhar, derrama dinheiro na @RedeGlobo e ela o difama.				
politica	TEMOS QUE ENTENDER, QUE FHC FEZ O PLANO REAL E TINHA PODER DE COMPRA. HOJE O PT DESTRUIU TODA NOSSA ECONOMIA... http://t.co/ljsVP2Mibv				
politica	#AjustarParaAvançar avancar para aonde,para o retrocesso com a economia furada,pela incompetencia do pt?				
politica	@BlogdoNoblat haja decepção com o PT e com Lula.				
politica	O PT não tem plano para 2018. Seu principal líder esta sendo investigado e pode ser preso. Como assim? Plano p/ 2018?!				
politica	"@claudiotognolli: Lula:Sabemos que os 4 maiores inimigos do PT são 3: as revistas Veja e Época"""" [Lula, dá palestras mas ñ indica livros]"				
politica	"Esses ""conselhos populares"" virou um cavalo de Tróia, exemplo dos professores do Paraná e SP....O PT os usa p atacar governos rivais."				
politica	The New York Times: o ambiente político do Brasil estremeceu na sexta. A notícia vem num período difícil pra PT http://t.co/yrDxQgRPdP				
politica	O PT é um erro enquanto partido e um sucesso estrondoso como organização criminosa.				
politica	@bminolli: Fica claro que, financeiramente, é melhor para um país ser destruído por um terremoto do que ser administrado pelo PT. Verdade!				
politica	RT @freire_roberto: Não sobra um no cordão da corrupção ! @Crescente_D: Polícia abre investigação sobre João Santana, marqueteiro do PT ht				
politica	É sério? Tem um sujeito aí da família dos   Caninos que diz que o protestos dos professores no PR é para desviar foco da corrupção do PT?				
politica	@aleiarodrigues é foda. Justiça e prisão é para os pobres. 8 dos 11 juízes do STF são do PT.				
politica	@meg_thai e ninguém dar publicidade a isso. O governo não é do PT então não interessa.				
politica	RT @freire_roberto: Desculpe @castelodeagoura nesse sentido você está certo. Falta uma direta no pais para disputar eleição. Basta de gover				
politica	Protesto no Rio !!#foradilma @ Corcovado  -  Rio de Janeiro https://t.co/zJCHm746DP				
politica	Dilma é recebida com protesto em visita a ex-marido no RS http://t.co/Lf2d5FOSZs via @veja bom. Bom				
politica	Qual o problema dessas pessoas que qualquer coisa faz protesto? Exceto os professores.				
politica	Protesto para uns é levantarem placas...				
politica	CE JURA RT @g1 'Sangue' em foto viral de PM após protesto de professores é tinta, diz polícia do PR #G1 http://t.co/kxgeDyznyb				
politica	"RT @alexaguiarpoa: ""Protesto"" de ""professores"" no começo da semana em SP ataca prédio histórico. Professor? Vídeo http://t.co/QRDBJhKQVo ht"				
politica	Nem foram os professores q jogaram as pedras foram adolescentes se fosse um protesto só com professor isso não teria acontecido				
politica	Tava olhando vídeos do protesto de professores em Curitiba. Chocado com a truculência e covardia da PM! E o pessoal governo achando massa...				
politica	"Neste momento protesto em frente ao Congresso Nacional com milhares de jovens no ""3 Festival da https://t.co/PRkahXDkt1"				
politica	@fercuria @joaogabrieeeel Não sou cego por ideologia. Consigo enxergar injustificável ação policial e bandidos infiltrados no protesto.				
politica	@joaogabrieeeel Olha este cartaz ontem no protesto em Curitiba. O que está escrito nele? Não era causa do magistério. http://t.co/983jMK4oft				
politica	"CRIMINOSA ação da policia do PR, mas ali não tinha só professor com propósito único de protestar em paz. Tinha ""profissional"" de protesto."				
politica	@Ary_AntiPT @BoechatBandNews  o mérito o movimento até vale, mas isso não é protesto e panfletagem esquerdista, perdeu o respeito.				
politica	Não importa qual a sigla dele, esse Beto Richa é um babaca se ta repreendendo protesto pacifico n só black blocs				
politica	Extremamente revoltada com o protesto de ontem dos professores. Um absurdo eles terem sido tratados de tal maneira.				
politica	Protesto que pede Intervenção Militar é tratado com Educação. Protesto que pede Educação é tratado com Intervenção Militar. Confere ?				
politica	Tem uma galera que acha mesmo que protesto de professor é somente ideológico e não é por causa do descaso do Estado com estes profissionais.				
politica	@roberta_jorn @nelsonRFarias Não acreditam, apenas não há iniciativa popular com a contundência devida. Protesto em tom de passeio não rola.				
politica	Bem que a PM do Paraná poderia tomar a atitude da PM de Amazonas como exemplo e se unir aos professores. @brasilpost http://t.co/nHpQccItFa				
politica	Essas pessoas que não tem nada com o protesto e tão só por bagunça tem que levar mesmo, não tem noção do que tá acontecendo				
politica	Tipo HELICÓPTERO JOGANDO BOMBA DE GÁS EM PROFESSOR NO PROTESTO				
politica	PSDBOSTA NUM EXISTE PROTESTO NÃO EXISTE DEMOCRACIA @ Centro Cívico Curitiba - PR https://t.co/3dhWPNNHbp				
